,property_id,lat,lng,addr_street,price,property_type,year,bedrooms,bathrooms,parking_space,suburb,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermarket,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,Transfer_flag,travel_min_to_CBD
303,16380.0,-37.708341,144.904625,115 Loongana Avenue,5256000.0,house,2011.0,3.0,1.0,1.0,GLENROY,hospital_184,3.78,S_209,1.726,SC_010,1.681,20032,1.187,0,32.833
304,85821.0,-37.882699,145.002553,73 Regent Street,10800000.0,house,2014.0,3.0,2.0,0.0,ELSTERNWICK,hospital_116,0.675,S_193,0.567,SC_015,2.473,19954,0.271,0,17.0
305,14860.0,-37.74262,144.909817,9 Carnarvon Road,16800000.0,house,2012.0,4.0,2.0,2.0,ESSENDON,hospital_184,0.419,S_197,0.22,SC_082,1.031,20036,1.104,0,23.846
306,35546.0,-37.719959,144.992878,749 Gilbert Road,6776000.0,house,2010.0,3.0,1.0,1.0,RESERVOIR,hospital_139,0.528,S_030,1.351,SC_103,2.326,20011,1.282,0,29.182
307,73068.0,-37.86597,145.295776,17 Pinevale Court,7280000.0,house,2014.0,3.0,2.0,0.0,BORONIA,hospital_049,1.208,S_146,0.966,SC_049,3.35,19869,1.174,0,53.143
308,54439.0,-37.81991959,145.0383606,35 Park Street,20740000.0,house,2008.0,3.0,2.0,2.0,HAWTHORN,hospital_127,0.65,S_208,0.255,SC_083,0.251,19904,0.241,0,20.737
309,21852.0,-37.751767,144.97573,116 Rennie Street,10950000.0,house,2015.0,2.0,1.0,1.0,COBURG,hospital_144,0.628,S_173,1.324,SC_103,2.677,19966,1.261,0,26.0
310,64588.0,-37.792471,145.292109,5 Lindisfarne Avenue,7160000.0,house,2011.0,3.0,2.0,2.0,CROYDON,hospital_164,3.635,S_181,1.053,SC_022,1.083,19878,1.065,0,51.25
311,699.0,-37.79957,144.902145,25 Byron Street,7310000.0,house,2013.0,4.0,1.0,0.0,FOOTSCRAY,hospital_003,1.407,S_201,0.387,SC_011,2.275,20025,0.192,0,14.111
312,87155.0,-37.923362,144.994557,84 New Street,19200000.0,house,2015.0,3.0,2.0,2.0,BRIGHTON,hospital_156,1.317,S_009,0.905,SC_046,4.243,19950,0.588,0,24.083
313,19644.0,-37.680165,144.897618,20 Campbell Street,3375000.0,house,2013.0,3.0,2.0,0.0,WESTMEADOWS,hospital_104,3.847,S_153,2.13,SC_059,1.431,20030,1.964,0,36.833
314,44462.0,-37.698484,145.121823,183 St Helena Road,8030000.0,house,2011.0,4.0,2.0,2.0,GREENSBOROUGH,hospital_075,1.588,S_210,1.772,SC_051,4.334,19985,1.342,0,38.091
315,5045.0,-37.87062,144.814944,21 Bracken Grove,11900000.0,house,2014.0,4.0,2.0,1.0,ALTONA,hospital_141,6.795,S_128,1.355,SC_033,5.635,19925,0.621,0,32.0
316,48739.0,-37.80044937,145.0374603,79 Derby Street,7320000.0,house,2009.0,4.0,2.0,2.0,KEW,hospital_064,1.324,S_039,0.825,SC_083,2.234,19904,2.341,0,20.737
317,27881.0,-37.573844,144.922348,9 Arapiles Avenue,3850000.0,house,2015.0,4.0,2.0,2.0,CRAIGIEBURN,hospital_104,8.557,S_178,2.468,SC_005,0.186,40221,3.622,0,45.889
318,59586.0,-37.826163,145.187249,2\/10 Owen Street,6292000.0,house,2011.0,3.0,1.0,2.0,MITCHAM,hospital_010,1.85,S_202,1.002,SC_088,1.017,19900,0.998,0,39.905
319,10860.0,-37.784522,144.923253,76 Illawarra Road,5112000.0,house,2016.0,2.0,1.0,0.0,FLEMINGTON,hospital_007,1.109,S_086,0.503,SC_011,0.67,20040,0.593,0,14.857
320,68267.0,-37.860237,145.017988,11 Armadale Street,20400000.0,house,2011.0,4.0,2.0,2.0,ARMADALE,hospital_092,0.981,S_013,0.857,SC_038,2.35,19945,0.437,0,23.7
321,133.0,-37.80038071,144.8845062,1\/46 Hocking Street,4680000.0,house,2009.0,3.0,2.0,1.0,FOOTSCRAY,hospital_056,0.82,S_201,1.188,SC_043,2.157,20023,0.175,0,19.75
322,3716.0,-37.8219223,144.8910523,6 Beverley Street,5863000.0,house,2009.0,3.0,1.0,2.0,YARRAVILLE,hospital_056,3.233,S_201,2.435,SC_033,3.93,19996,0.683,0,15.3
323,90155.0,-37.96675491,145.0622253,19 Brownfield Street,7280000.0,house,2009.0,2.0,1.0,1.0,CHELTENHAM,hospital_082,0.847,S_023,0.988,SC_003,2.405,19866,0.673,0,37.353
324,73267.0,-37.846973,145.296256,21 Lockwoods Road,5128000.0,house,2011.0,3.0,1.0,2.0,BORONIA,hospital_049,2.108,S_146,1.9,SC_049,5.384,19869,1.828,0,53.143
325,56803.0,-37.860171,145.110568,6 Bauer Court,19950000.0,house,2013.0,4.0,3.0,2.0,BURWOOD,hospital_089,1.474,S_112,1.634,SC_042,2.542,19840,1.501,0,28.0
326,14108.0,-37.754853,144.93265,23 Hilda Street,7711000.0,house,2014.0,2.0,1.0,1.0,ESSENDON,hospital_128,1.963,S_025,1.745,SC_030,2.934,20036,1.337,0,23.846
327,20411.0,-37.772538,144.968279,116 Glenlyon Rd,4136000.0,house,2016.0,4.0,1.0,2.0,BRUNSWICK,hospital_144,1.814,S_138,0.67,SC_008,4.378,19969,0.884,0,20.0
328,30661.0,-37.760692,145.008912,124 Clarendon Street,14093000.0,house,2014.0,3.0,1.0,2.0,THORNBURY,hospital_035,0.264,S_105,1.168,SC_103,2.428,20014,1.106,0,23.182
329,67592.0,-37.75440979,145.3543854,58a Castella Street,4340000.0,house,2009.0,2.0,1.0,0.0,LILYDALE,hospital_151,0.273,S_233,0.556,SC_084,3.584,19876,0.6,0,61.0
330,85203.0,-37.87832,144.998505,10 Elm Street,13020000.0,house,2015.0,2.0,1.0,1.0,ELSTERNWICK,hospital_009,1.031,S_133,0.765,SC_015,1.896,19955,0.393,0,15.0
331,19852.0,-37.675201,144.894536,85 Kenny Street,4500000.0,house,2010.0,3.0,1.0,2.0,WESTMEADOWS,hospital_104,3.556,S_153,2.41,SC_059,1.677,20030,2.376,0,36.833
332,21764.0,-37.745608,144.961485,10 Statters Street,14096000.0,house,2015.0,2.0,1.0,2.0,COBURG,hospital_084,0.983,S_173,0.534,SC_030,1.778,19965,0.398,0,28.0
333,67038.0,-37.763112,145.360923,14 OLD GIPPSLAND ROAD,5560000.0,house,2010.0,5.0,2.0,2.0,LILYDALE,hospital_113,0.554,S_081,1.059,SC_084,4.172,19876,1.438,0,61.0
334,33957.0,-37.708017,145.016885,161 Purinuan Road,7275000.0,house,2014.0,3.0,1.0,1.0,RESERVOIR,hospital_139,1.969,S_225,2.15,SC_047,3.599,20009,0.649,0,33.3
335,36379.0,-37.673004,145.038816,3 Winston Street,4560000.0,house,2015.0,3.0,2.0,2.0,LALOR,hospital_041,2.957,S_229,1.788,SC_062,4.75,20006,2.065,0,40.3
336,16716.0,-37.70193,144.917698,1A Trevannion Street,4904000.0,house,2015.0,5.0,2.0,2.0,GLENROY,hospital_184,4.629,S_209,0.716,SC_010,3.025,20032,0.293,0,32.833
337,14182.0,-37.74878311,144.9249573,277 Pascoe Vale Road (Corner Curtis Street),9790000.0,house,2009.0,4.0,1.0,2.0,ESSENDON,hospital_184,1.893,S_197,1.361,SC_082,2.372,20036,0.395,0,23.846
338,27308.0,-37.584744,144.910393,58 Daymar Circuit,4380000.0,house,2016.0,3.0,2.0,2.0,CRAIGIEBURN,hospital_104,7.395,S_178,2.323,SC_016,0.955,40221,3.471,0,45.889
339,79661.0,-37.996037,145.163717,14 Greenleaf Court,11120000.0,house,2016.0,4.0,2.0,2.0,KEYSBOROUGH,hospital_096,0.693,S_079,0.835,SC_057,0.92,19889,3.147,0,51.333
340,64828.0,-37.78689,145.299783,7 Wickham Road,6630000.0,house,2015.0,3.0,1.0,0.0,CROYDON,hospital_164,4.528,S_224,1.935,SC_022,2.0,19877,1.135,0,55.25
341,39789.0,-37.69498062,145.0621033,16 Milton Parade,8840000.0,house,2009.0,3.0,2.0,2.0,BUNDOORA,hospital_041,0.397,S_155,0.761,SC_062,5.243,19984,2.61,0,34.091
342,19941.0,-37.78809357,144.9424744,25 Manningham Street,21300000.0,house,2007.0,5.0,2.0,3.0,PARKVILLE,hospital_102,0.906,S_086,1.288,SC_011,2.402,19971,0.277,0,16.0
343,66911.0,-37.758937,145.363244,11 Bastow Road,3192000.0,house,2016.0,3.0,1.0,2.0,LILYDALE,hospital_113,0.818,S_233,1.17,SC_084,4.341,19876,1.419,0,61.0
344,56997.0,-37.834159,145.085413,100 Highfield Road,10350000.0,house,2012.0,5.0,2.0,3.0,CANTERBURY,hospital_089,2.701,S_160,1.271,SC_099,2.643,19894,1.134,0,30.778
345,58618.0,-37.8046365,145.1803779,17 Hakeville Avenue,5800000.0,house,2011.0,2.0,2.0,2.0,NUNAWADING,hospital_070,1.316,S_202,2.176,SC_088,1.637,19900,1.804,0,39.905
346,52735.0,-37.8197815,144.9911023,22 The Crofts,9828000.0,house,2011.0,2.0,1.0,1.0,RICHMOND,hospital_146,0.286,S_076,1.2,SC_068,1.772,19908,0.485,0,10.682
347,91042.0,-37.967128,145.067587,84 Centre Dandenong Road,9100000.0,house,2015.0,3.0,1.0,1.0,CHELTENHAM,hospital_109,0.808,S_023,1.34,SC_003,1.937,19866,1.145,0,37.353
348,33087.0,-37.743278,145.007067,67 David Street,6360000.0,house,2012.0,3.0,1.0,0.0,PRESTON,hospital_035,2.187,S_084,0.778,SC_103,0.61,20013,0.659,0,25.182
349,8272.0,-37.76404,144.795497,21 Sunnybrae Circuit,3200000.0,house,2013.0,4.0,2.0,3.0,CAIRNLEA,hospital_057,1.718,S_159,0.795,SC_102,3.92,20003,1.436,0,31.0
350,13656.0,-37.749881,144.908112,10 Banchory Street,11900000.0,house,2011.0,2.0,1.0,1.0,ESSENDON,hospital_184,0.885,S_197,0.631,SC_082,1.784,20037,0.986,0,20.857
351,29244.0,-37.7677317,144.9966414,108 Herbert Street,7700000.0,house,2011.0,3.0,1.0,1.0,NORTHCOTE,hospital_035,1.123,S_105,1.954,SC_103,3.168,20016,0.266,0,20.167
352,29229.0,-37.7680605,144.9901208,106 Arthurton Road,11640000.0,house,2013.0,4.0,1.0,3.0,NORTHCOTE,hospital_035,1.662,S_105,2.234,SC_103,3.337,20016,0.496,0,20.167
353,20756.0,-37.773162,144.963954,20 Charles Street,9212000.0,house,2010.0,2.0,1.0,1.0,BRUNSWICK,hospital_102,1.855,S_138,0.377,SC_011,4.33,19969,0.504,0,20.0
354,93144.0,-38.016931,145.0974,3 Ebb Street,10965000.0,house,2010.0,3.0,1.0,2.0,ASPENDALE,hospital_001,3.636,S_119,1.363,SC_003,5.15,19862,1.219,0,46.769
355,3448.0,-37.80988693,144.8869019,38 O'Farrell Street,6885000.0,house,2007.0,2.0,1.0,0.0,YARRAVILLE,hospital_056,1.866,S_201,1.411,SC_043,2.873,19996,0.715,0,15.3
356,19695.0,-37.677845,144.891801,3\/11 Wills Street,6752000.0,house,2016.0,3.0,1.0,1.0,WESTMEADOWS,hospital_104,3.936,S_153,2.63,SC_059,1.302,20030,2.518,0,36.833
357,67478.0,-37.738564,145.342995,44 Kingsburgh Lane,7447000.0,house,2013.0,5.0,2.0,2.0,LILYDALE,hospital_151,1.972,S_233,2.25,SC_084,3.361,19876,1.932,0,61.0
358,46548.0,-37.712834,145.160316,13 Barriedale Court,12480000.0,house,2013.0,4.0,3.0,2.0,ELTHAM,hospital_075,4.871,S_194,0.316,SC_051,4.36,19987,1.103,0,44.333
359,21890.0,-37.74215,144.971374,12\/71-75 Bell Street,3575000.0,house,2014.0,2.0,1.0,1.0,COBURG,hospital_144,1.596,S_173,0.459,SC_030,2.162,19965,0.708,0,28.0
360,53700.0,-37.821791,145.005779,70 Fraser Street,12200000.0,house,2011.0,3.0,2.0,1.0,RICHMOND,hospital_122,0.274,S_076,1.627,SC_038,2.102,19906,0.661,0,12.75
361,36909.0,-37.654476,145.038303,16 Karri Grove,3751000.0,house,2012.0,3.0,2.0,2.0,EPPING,hospital_053,1.949,S_229,2.132,SC_062,4.171,20005,0.758,0,43.333
362,43934.0,-37.71184158,145.0944824,81 Nepean Street,5760000.0,house,2008.0,3.0,1.0,1.0,WATSONIA,hospital_075,1.25,S_020,0.935,SC_017,5.397,19984,0.946,0,34.091
363,74381.0,-37.880385,145.019518,6 Harcourt Avenue,17000000.0,house,2011.0,2.0,1.0,2.0,CAULFIELD,hospital_080,0.54,S_166,0.741,SC_023,2.104,19954,1.707,0,17.0
364,77201.0,-37.945503,145.114995,3 Warsaw Court,6050000.0,house,2015.0,3.0,1.0,2.0,CLARINDA,hospital_076,2.687,S_170,1.958,SC_003,3.649,19914,2.233,0,42.273
365,41513.0,-37.746472,145.066514,12 Beetham Parade,11690000.0,house,2015.0,3.0,1.0,1.0,ROSANNA,hospital_066,1.062,S_100,1.423,SC_017,1.049,19936,0.401,0,28.0
366,34261.0,-37.714794,145.005312,20 Ralph Street,19500000.0,house,2016.0,3.0,1.0,1.0,RESERVOIR,hospital_139,0.709,S_225,2.349,SC_103,2.775,20010,0.276,0,32.3
367,73245.0,-37.84383011,145.3048859,20 Tolhurst Avenue,4511000.0,house,2009.0,3.0,1.0,1.0,BORONIA,hospital_049,2.857,S_042,2.344,SC_022,5.337,19869,2.583,0,53.143
368,43416.0,-37.714062,145.079345,1\/37 Devonshire  Road,5236000.0,house,2011.0,3.0,1.0,2.0,WATSONIA,hospital_037,2.377,S_020,2.102,SC_017,4.739,19984,0.522,0,34.091
369,26872.0,-37.5997676,144.9389327,4\/11-13 Healey Street,3360000.0,house,2011.0,2.0,1.0,1.0,CRAIGIEBURN,hospital_104,5.9,S_005,0.238,SC_110,0.195,40221,0.449,0,45.889
370,18167.0,-37.68099594,144.9056854,136 Johnstone Street,4080000.0,house,2009.0,3.0,1.0,1.0,BROADMEADOWS,hospital_104,3.614,S_153,1.443,SC_059,1.995,20030,1.248,0,36.833
371,11922.0,-37.71197128,144.8232727,770 Old Calder Highway,7490000.0,house,2008.0,5.0,2.0,2.0,KEILOR,hospital_057,5.456,S_222,2.494,SC_107,2.206,20001,3.237,0,36.0
372,78827.0,-37.942006,145.156903,21 Orsino Street,15215000.0,house,2016.0,5.0,2.0,2.0,SPRINGVALE,hospital_124,3.766,S_075,1.359,SC_073,4.726,19913,0.888,0,44.263
373,6078.0,-37.781908,144.846547,115 Duke Street,7425000.0,house,2010.0,4.0,1.0,1.0,SUNSHINE,hospital_174,1.32,S_080,1.184,SC_102,1.142,20021,1.411,0,25.733
374,31408.0,-37.757374,145.004955,65 Rossmoyne Street,15360000.0,house,2014.0,3.0,1.0,1.0,THORNBURY,hospital_035,0.667,S_105,0.711,SC_103,1.998,20014,0.618,0,23.182
375,52318.0,-37.811955,145.008049,14 Davison Street,18480000.0,house,2012.0,4.0,2.0,1.0,RICHMOND,hospital_134,0.364,S_076,1.128,SC_083,2.601,19977,1.378,0,7.812
376,23450.0,-37.652506,144.900644,169 Normanby Drive,6130000.0,house,2014.0,5.0,3.0,2.0,GREENVALE,hospital_104,1.754,S_211,2.171,SC_072,1.911,44817,2.431,0,39.9
377,52092.0,-37.830417,144.995595,102 Balmain Street,11700000.0,house,2011.0,2.0,2.0,0.0,CREMORNE,hospital_196,0.843,S_102,1.568,SC_038,1.586,19907,0.465,0,6.0
378,39651.0,-37.694609,145.060759,1396 Plenty Road,7755000.0,house,2010.0,3.0,2.0,3.0,BUNDOORA,hospital_041,0.398,S_155,0.691,SC_062,5.253,19984,2.725,0,34.091
379,35969.0,-37.686855,145.040149,31 Murchison Way,3960000.0,house,2014.0,3.0,2.0,1.0,THOMASTOWN,hospital_041,2.072,S_155,1.849,SC_062,5.595,20007,2.392,0,38.3
380,51916.0,-37.801863,145.180171,39 Astelot Drive,5229000.0,house,2011.0,3.0,2.0,2.0,DONVALE,hospital_034,1.427,S_202,2.479,SC_088,1.945,19900,2.076,0,39.905
381,13391.0,-37.7044487,144.7622986,7 Brogil Walk,5446000.0,house,2009.0,4.0,2.0,2.0,SYDENHAM,hospital_057,7.748,S_094,1.25,SC_048,3.664,20000,1.11,0,39.0
382,39945.0,-37.695133,145.067676,2 Flinders Court,4550000.0,house,2011.0,3.0,2.0,1.0,BUNDOORA,hospital_041,0.583,S_155,1.197,SC_062,5.086,19984,2.262,0,34.091
383,95787.0,-37.90022,145.043575,42 Ulupna Rd,10560000.0,house,2014.0,4.0,1.0,1.0,ORMOND,hospital_126,2.126,S_015,1.794,SC_041,2.173,19941,0.482,0,35.778
384,81631.0,-37.992416,145.241315,1\/39 Ash Street,3179000.0,house,2011.0,2.0,1.0,1.0,DOVETON,hospital_119,2.122,S_195,2.188,SC_077,1.548,19888,2.785,0,54.312
385,34650.0,-37.7213707,145.0134735,30 Thackeray Road,12053000.0,house,2008.0,3.0,1.0,1.0,RESERVOIR,hospital_139,1.422,S_225,1.4,SC_103,2.267,20010,0.758,0,32.3
386,73539.0,-37.86211395,145.2620087,31 Rathmullen Road,3375000.0,house,2007.0,5.0,2.0,2.0,BORONIA,hospital_002,0.917,S_024,1.984,SC_049,5.424,19869,1.975,0,53.143
387,67876.0,-37.847491,145.006714,15 Mathoura Road,18000000.0,house,2015.0,3.0,2.0,1.0,TOORAK,hospital_132,0.762,S_115,0.141,SC_038,0.782,19947,0.515,0,20.7
388,92203.0,-37.98225403,145.0797424,3 Glenelg Drive,11135000.0,house,2009.0,4.0,2.0,2.0,MENTONE,hospital_001,1.111,S_003,0.304,SC_003,1.484,19864,1.242,0,41.688
389,71098.0,-37.846122,145.223595,12\/735-741 Boronia Road,4752000.0,house,2012.0,3.0,2.0,1.0,WANTIRNA,hospital_008,0.467,S_226,2.324,SC_032,3.743,19871,2.706,0,46.0
390,72601.0,-37.84989929,145.2520142,8 Warruga Avenue,7248000.0,house,2007.0,4.0,2.0,2.0,BAYSWATER,hospital_002,1.551,S_139,1.518,SC_032,4.611,19870,1.684,0,50.0
391,82176.0,-37.996864,145.232385,4 Melia Street,4014000.0,house,2016.0,3.0,1.0,0.0,DOVETON,hospital_119,1.759,S_184,1.763,SC_117,1.613,19888,2.131,0,54.312
392,62449.0,-37.826889,145.245206,1 Stoda Street,4837500.0,house,2013.0,4.0,2.0,2.0,HEATHMONT,hospital_105,1.763,S_190,2.15,SC_032,2.134,19871,0.169,0,46.0
393,72050.0,-37.838423,145.264374,13 Railway Parade,7656000.0,house,2015.0,3.0,1.0,0.0,BAYSWATER,hospital_002,1.927,S_139,0.552,SC_032,4.236,19870,0.495,0,50.0
394,69366.0,-37.862404,145.105889,1 Parkhill Drive,14640000.0,house,2013.0,4.0,2.0,2.0,ASHWOOD,hospital_089,1.171,S_112,1.157,SC_042,2.089,19840,1.361,0,28.0
395,94365.0,-37.959605,145.081886,35 Inverness Place,5040000.0,house,2013.0,3.0,2.0,2.0,HEATHERTON,hospital_109,0.707,S_023,2.288,SC_003,1.429,19866,2.523,0,37.353
396,81983.0,-38.000779,145.249357,24 Doveton Avenue,6000000.0,house,2016.0,3.0,1.0,1.0,EUMEMMERRING,hospital_119,3.185,S_212,1.496,SC_077,0.499,19885,2.602,0,59.286
397,56722.0,-37.843233,145.105552,45A Meldan Street,10720000.0,house,2015.0,3.0,1.0,2.0,BURWOOD,hospital_089,1.871,S_097,2.749,SC_037,3.074,19895,2.206,0,30.133
398,38030.0,-37.774526,145.02035,169 ARTHUR STREET,6240000.0,house,2014.0,3.0,1.0,1.0,FAIRFIELD,hospital_039,1.544,S_219,2.006,SC_001,2.025,19930,0.599,0,18.083
399,60053.0,-37.809573,145.198398,5 Dalmor Avenue,12886000.0,house,2014.0,4.0,2.0,2.0,MITCHAM,hospital_010,0.391,S_202,2.52,SC_088,1.979,19900,1.096,0,39.905
400,72022.0,-37.851344,145.247608,12 Princess Street,4400000.0,house,2014.0,4.0,2.0,2.0,BAYSWATER,hospital_179,1.778,S_139,1.934,SC_032,4.603,19870,2.098,0,50.0
401,76758.0,-37.911756,145.123933,3\/1927 Dandenong Road,3612000.0,house,2008.0,2.0,1.0,1.0,CLAYTON,hospital_065,0.761,S_169,1.646,SC_087,4.537,19915,1.47,0,39.211
402,66509.0,-37.784414,145.331272,53a Lancaster Road,4400000.0,house,2014.0,3.0,2.0,2.0,MOOROOLBARK,hospital_113,3.243,S_224,2.698,SC_084,3.298,19877,1.66,0,55.25
403,55020.0,-37.84945297,145.088913,1305 Toorak Road,8998000.0,house,2009.0,3.0,1.0,1.0,CAMBERWELL,hospital_089,1.0,S_112,1.938,SC_042,3.113,19849,0.775,0,34.0
404,15634.0,-37.74145126,144.8887329,25 Nolan Street,5760000.0,house,2008.0,3.0,1.0,1.0,NIDDRIE,hospital_184,1.442,S_198,1.693,SC_082,1.7,20036,2.906,0,23.846
405,83240.0,-37.88919067,145.2489319,57 Kathryn Road,5205000.0,house,2009.0,3.0,2.0,2.0,KNOXFIELD,hospital_002,4.117,S_027,1.82,SC_049,5.242,19868,4.154,0,55.143
406,7650.0,-37.735497,144.827616,8 Monaro Close,6016000.0,house,2013.0,3.0,2.0,1.0,KEALBA,hospital_005,2.989,S_222,2.236,SC_107,2.0,20002,2.641,0,33.0
407,56911.0,-37.856049,145.109468,8 Stephens Street,15283000.0,house,2010.0,4.0,1.0,1.0,BURWOOD,hospital_089,1.354,S_112,1.801,SC_042,2.848,19840,1.968,0,28.0
408,42071.0,-37.746282,145.063933,30 Prospect Road,10240000.0,house,2015.0,3.0,2.0,2.0,ROSANNA,hospital_066,1.016,S_100,1.487,SC_017,1.13,19936,0.426,0,28.0
409,3695.0,-37.818185,144.889467,57 Ovens Street,6360000.0,house,2016.0,3.0,1.0,0.0,YARRAVILLE,hospital_056,2.804,S_201,2.081,SC_043,3.674,19996,0.263,0,15.3
410,56875.0,-37.852104,145.121538,7 Wridgway Avenue,30720000.0,house,2015.0,3.0,1.0,3.0,BURWOOD,hospital_047,1.476,S_097,1.132,SC_037,3.681,19840,2.533,0,28.0
411,10540.0,-37.783072,144.927556,41 Railway Place West,5775000.0,house,2011.0,2.0,1.0,1.0,FLEMINGTON,hospital_007,0.997,S_086,0.458,SC_011,1.007,20040,0.49,0,14.857
412,64862.0,-37.792925,145.265713,78 Murray Road,7304000.0,house,2012.0,4.0,2.0,3.0,CROYDON,hospital_164,1.876,S_157,1.05,SC_022,1.674,19878,1.339,0,51.25
413,24409.0,-37.692845,144.959545,42 Hedley Street,8640000.0,house,2011.0,3.0,1.0,1.0,FAWKNER,hospital_139,4.368,S_161,0.386,SC_030,4.481,19961,0.874,0,35.0
414,72035.0,-37.851562,145.272801,13 Beilby Street,5616000.0,house,2011.0,3.0,1.0,1.0,BAYSWATER,hospital_002,0.595,S_139,1.088,SC_049,5.696,19870,1.169,0,50.0
415,11167.0,-37.784511,144.884771,16 Valnere Street,5004000.0,house,2010.0,3.0,1.0,1.0,MARIBYRNONG,hospital_003,0.941,S_049,1.319,SC_085,1.296,20023,1.926,0,19.75
416,53626.0,-37.826949,144.989255,66 Wellington Street,5040000.0,house,2009.0,2.0,1.0,1.0,CREMORNE,hospital_146,1.079,S_076,2.009,SC_068,2.043,19908,0.33,0,10.682
417,42083.0,-37.750536,145.073694,32 Hodgson Street,14100000.0,house,2015.0,3.0,2.0,2.0,HEIDELBERG,hospital_066,1.172,S_100,1.066,SC_017,0.739,19936,1.081,0,28.0
418,43661.0,-37.711453,145.089093,28 Longmuir Road,7420000.0,house,2014.0,3.0,1.0,2.0,WATSONIA,hospital_075,1.636,S_020,1.225,SC_017,5.254,19984,0.47,0,34.091
419,13110.0,-37.70938,144.768921,4 Robina Road,3544000.0,house,2016.0,3.0,2.0,2.0,SYDENHAM,hospital_057,6.962,S_094,1.017,SC_048,3.566,20000,1.029,0,39.0
420,71911.0,-37.851676,145.252001,1 Welsh Court,7680000.0,house,2011.0,4.0,2.0,2.0,BAYSWATER,hospital_002,1.484,S_139,1.629,SC_032,4.788,19870,1.799,0,50.0
421,46084.0,-37.71305,145.130964,41 Lilicur Road,7845000.0,house,2012.0,4.0,2.0,2.0,MONTMORENCY,hospital_075,2.38,S_194,2.391,SC_051,5.063,19986,0.869,0,40.286
422,31677.0,-37.733657,144.997317,10 Paywit Street,4688000.0,house,2012.0,3.0,2.0,1.0,PRESTON,hospital_139,1.792,S_085,0.621,SC_103,0.776,20012,0.626,0,27.182
423,70877.0,-37.874808,145.100807,73 Power Avenue,9020000.0,house,2014.0,3.0,1.0,1.0,CHADSTONE,hospital_098,1.844,S_112,1.119,SC_042,0.865,19839,0.893,0,26.0
424,13378.0,-37.704166,144.757657,67A Boberrit Wynd,3760000.0,house,2013.0,3.0,2.0,1.0,SYDENHAM,hospital_057,8.022,S_163,1.23,SC_048,3.507,20000,1.494,0,39.0
425,57299.0,-37.824753,145.084604,4\/222 Canterbury Road,6600000.0,house,2011.0,2.0,2.0,2.0,CANTERBURY,hospital_117,3.107,S_160,1.653,SC_099,2.336,19893,0.299,0,28.778
426,92498.0,-37.990082,145.070129,1 Greenways Court,13930000.0,house,2010.0,3.0,2.0,3.0,PARKDALE,hospital_001,0.245,S_003,0.91,SC_003,2.685,19864,0.638,0,41.688
427,89376.0,-37.948892,145.014767,24-26 Hobson Street,24800000.0,house,2015.0,3.0,1.0,2.0,SANDRINGHAM,hospital_036,1.208,S_214,0.753,SC_079,2.309,19948,0.91,0,29.091
428,31516.0,-37.760117,144.990568,86 Woolton Avenue,12530000.0,house,2013.0,3.0,1.0,1.0,THORNBURY,hospital_035,1.552,S_105,1.528,SC_103,2.496,20015,0.723,0,21.182
429,81904.0,-37.981178,145.236168,2 Golden Court,5005000.0,house,2015.0,3.0,1.0,2.0,DOVETON,hospital_119,1.572,S_184,1.844,SC_112,1.965,19888,2.518,0,54.312
430,74121.0,-37.91036,145.278557,14 Palmerston Road,11840000.0,house,2012.0,4.0,2.0,2.0,LYSTERFIELD,hospital_150,3.306,S_199,2.52,SC_049,3.154,19867,3.218,0,58.143
431,23034.0,-37.75440979,144.9764252,60A Glengyle Street,6594000.0,house,2009.0,2.0,2.0,1.0,COBURG,hospital_144,0.468,S_173,1.596,SC_103,2.788,19966,1.285,0,26.0
432,55979.0,-37.844655,145.062991,83A Bowen Street,12240000.0,house,2012.0,3.0,2.0,2.0,CAMBERWELL,hospital_168,0.722,S_160,1.285,SC_099,2.303,19850,1.107,0,32.0
433,11706.0,-37.718874,144.828406,14 Greengully Road,4560000.0,house,2011.0,3.0,2.0,2.0,KEILOR,hospital_005,4.782,S_222,2.4,SC_107,2.074,20001,3.265,0,36.0
434,19857.0,-37.679576,144.89963,9 Eyre Street,5109000.0,house,2011.0,4.0,1.0,2.0,WESTMEADOWS,hospital_104,3.7,S_153,1.947,SC_059,1.611,20030,1.802,0,36.833
435,58659.0,-37.812414,145.179303,1A Nicholson Street,5616000.0,house,2015.0,3.0,1.0,2.0,NUNAWADING,hospital_070,1.308,S_202,1.308,SC_088,0.77,19899,0.991,0,36.905
436,82908.0,-37.90602,145.256244,80 Karoo Road,8800000.0,house,2011.0,3.0,2.0,2.0,ROWVILLE,hospital_150,5.073,S_027,2.303,SC_049,4.746,19868,4.367,0,55.143
437,15565.0,-37.74180603,144.8837433,15\/77 Coghlan Street,6358000.0,house,2009.0,3.0,2.0,2.0,NIDDRIE,hospital_184,1.878,S_198,1.928,SC_082,2.11,20037,3.265,0,20.857
438,90458.0,-37.969251,145.075285,3 Allnutt Parade,7140000.0,house,2010.0,3.0,1.0,2.0,CHELTENHAM,hospital_109,0.742,S_003,1.659,SC_003,1.227,19865,1.661,0,39.688
439,47825.0,-37.8112,145.060129,1223 Burke Road,26400000.0,house,2014.0,5.0,3.0,2.0,KEW,hospital_064,1.077,S_113,2.003,SC_099,1.475,19853,1.715,0,24.3
